label,prediction,confidence,fragility,type
7,3,0.6163421869277954,0.3836578130722046,clean
6,6,0.8517448306083679,0.14825516939163208,clean
5,5,0.9482956528663635,0.051704347133636475,clean
1,1,0.9910854697227478,0.008914530277252197,clean
5,5,0.8899485468864441,0.11005145311355591,clean
8,8,0.9999043941497803,9.560585021972656e-05,clean
8,8,0.9999992847442627,7.152557373046875e-07,clean
0,0,0.9999942779541016,5.7220458984375e-06,clean
4,4,0.9945683479309082,0.005431652069091797,clean
0,7,0.44281893968582153,0.5571810603141785,clean
5,5,0.8815162181854248,0.1184837818145752,clean
5,5,0.6791083216667175,0.32089167833328247,clean
1,1,0.9998682737350464,0.00013172626495361328,clean
1,1,0.9339323043823242,0.06606769561767578,clean
8,8,0.9508352279663086,0.049164772033691406,clean
9,9,0.9686697125434875,0.03133028745651245,clean
0,0,0.8443478941917419,0.15565210580825806,clean
3,6,0.4676212966442108,0.5323787033557892,clean
1,1,0.996977686882019,0.003022313117980957,clean
9,8,0.7397456169128418,0.2602543830871582,clean
2,2,0.6871064305305481,0.3128935694694519,clean
2,4,0.47432535886764526,0.5256746411323547,clean
5,5,0.8647656440734863,0.13523435592651367,clean
3,3,0.7776656150817871,0.2223343849182129,clean
9,9,0.9994901418685913,0.0005098581314086914,clean
9,1,0.2763819396495819,0.7236180603504181,clean
4,2,0.5829946994781494,0.4170053005218506,clean
0,0,0.5720296502113342,0.42797034978866577,clean
3,3,0.9633579850196838,0.03664201498031616,clean
0,0,0.9989917874336243,0.0010082125663757324,clean
0,8,0.8483097553253174,0.15169024467468262,clean
9,9,0.46234652400016785,0.5376534759998322,clean
8,8,0.999988317489624,1.1682510375976562e-05,clean
1,1,0.9543614387512207,0.0456385612487793,clean
5,3,0.5346708297729492,0.4653291702270508,clean
7,3,0.5453000068664551,0.4546999931335449,clean
0,8,0.9181804656982422,0.08181953430175781,clean
8,2,0.5542675852775574,0.4457324147224426,clean
2,8,0.6996400356292725,0.30035996437072754,clean
4,4,0.9999899864196777,1.0013580322265625e-05,clean
7,7,0.9925166964530945,0.007483303546905518,clean
0,0,0.39020171761512756,0.6097982823848724,clean
2,2,0.4844832122325897,0.5155167877674103,clean
3,3,0.49823445081710815,0.5017655491828918,clean
6,6,0.9994984865188599,0.0005015134811401367,clean
3,3,0.811825156211853,0.18817484378814697,clean
8,8,0.9983865022659302,0.0016134977340698242,clean
5,7,0.5311955809593201,0.46880441904067993,clean
0,0,0.9197972416877747,0.08020275831222534,clean
3,3,0.45217129588127136,0.5478287041187286,clean
4,4,0.8278866410255432,0.1721133589744568,clean
3,5,0.23653660714626312,0.7634633928537369,clean
9,9,0.9619508981704712,0.03804910182952881,clean
0,0,0.7536879777908325,0.24631202220916748,clean
6,6,0.9636672735214233,0.03633272647857666,clean
1,1,0.9963093400001526,0.003690659999847412,clean
0,9,0.6794192790985107,0.32058072090148926,clean
9,9,0.999991774559021,8.225440979003906e-06,clean
1,1,0.843384861946106,0.15661513805389404,clean
0,8,0.9357447028160095,0.06425529718399048,clean
7,7,0.7862516045570374,0.21374839544296265,clean
9,9,0.9946687817573547,0.005331218242645264,clean
1,1,0.9994730353355408,0.0005269646644592285,clean
2,2,0.999169111251831,0.0008308887481689453,clean
6,6,0.9997817873954773,0.00021821260452270508,clean
9,9,0.7194641828536987,0.28053581714630127,clean
3,3,0.8529103398323059,0.1470896601676941,clean
4,4,0.8152921199798584,0.1847078800201416,clean
6,6,0.999467670917511,0.0005323290824890137,clean
0,0,0.9539977312088013,0.04600226879119873,clean
0,0,0.9319650530815125,0.06803494691848755,clean
6,6,0.9999105930328369,8.940696716308594e-05,clean
6,6,0.9999997615814209,2.384185791015625e-07,clean
6,6,0.9912981986999512,0.008701801300048828,clean
3,3,0.46437975764274597,0.535620242357254,clean
2,8,0.4798111319541931,0.5201888680458069,clean
6,6,0.7238824367523193,0.27611756324768066,clean
1,1,0.9949883818626404,0.005011618137359619,clean
8,9,0.6878938674926758,0.3121061325073242,clean
2,2,0.9322791695594788,0.06772083044052124,clean
1,1,0.5162400603294373,0.48375993967056274,clean
6,4,0.7748001217842102,0.2251998782157898,clean
8,8,0.6625113487243652,0.33748865127563477,clean
6,6,0.9999996423721313,3.5762786865234375e-07,clean
8,0,0.746714174747467,0.25328582525253296,clean
0,0,0.5149735808372498,0.48502641916275024,clean
4,4,0.2875838875770569,0.7124161124229431,clean
0,0,0.9946922659873962,0.00530773401260376,clean
7,7,0.7380980253219604,0.26190197467803955,clean
7,7,0.8493098020553589,0.1506901979446411,clean
5,5,0.9989677667617798,0.0010322332382202148,clean
5,5,0.9519774317741394,0.048022568225860596,clean
3,3,0.9209022521972656,0.07909774780273438,clean
5,5,0.5464897155761719,0.4535102844238281,clean
2,2,0.9688359498977661,0.031164050102233887,clean
3,2,0.4367876350879669,0.5632123649120331,clean
4,7,0.8178278803825378,0.18217211961746216,clean
1,1,0.5952214598655701,0.40477854013442993,clean
7,7,0.9194134473800659,0.08058655261993408,clean
5,5,0.9554508328437805,0.04454916715621948,clean
4,4,0.9862775206565857,0.013722479343414307,clean
6,6,0.900895357131958,0.09910464286804199,clean
1,1,0.9993200302124023,0.0006799697875976562,clean
9,9,0.9983820915222168,0.0016179084777832031,clean
3,2,0.33057814836502075,0.6694218516349792,clean
6,6,0.9999840259552002,1.5974044799804688e-05,clean
6,6,0.9974324107170105,0.002567589282989502,clean
9,9,0.9948843121528625,0.005115687847137451,clean
3,3,0.9926514029502869,0.007348597049713135,clean
8,8,0.9901755452156067,0.00982445478439331,clean
0,0,0.8566318154335022,0.1433681845664978,clean
7,7,0.6557747721672058,0.3442252278327942,clean
2,4,0.5377615094184875,0.46223849058151245,clean
6,6,0.9974936246871948,0.0025063753128051758,clean
2,2,0.9212862253189087,0.07871377468109131,clean
5,5,0.5569797158241272,0.4430202841758728,clean
8,8,0.9840914607048035,0.015908539295196533,clean
5,5,0.9558019042015076,0.04419809579849243,clean
4,4,0.9385543465614319,0.061445653438568115,clean
6,6,0.9942848086357117,0.00571519136428833,clean
8,8,0.9999951124191284,4.887580871582031e-06,clean
9,9,0.94266277551651,0.05733722448348999,clean
9,9,0.9998937845230103,0.0001062154769897461,clean
1,1,0.8833789229393005,0.11662107706069946,clean
0,8,0.6883721351623535,0.3116278648376465,clean
2,2,0.9991559982299805,0.0008440017700195312,clean
2,2,0.9000285267829895,0.0999714732170105,clean
7,4,0.8166335821151733,0.18336641788482666,clean
3,3,0.44245290756225586,0.5575470924377441,clean
2,2,0.6516274809837341,0.34837251901626587,clean
8,8,0.9719029664993286,0.028097033500671387,clean
0,0,0.9834754467010498,0.016524553298950195,clean
9,9,0.5615602135658264,0.4384397864341736,clean
5,5,0.9966921806335449,0.003307819366455078,clean
8,8,0.9999945163726807,5.4836273193359375e-06,clean
1,8,0.3896377384662628,0.6103622615337372,clean
9,9,0.9980781078338623,0.0019218921661376953,clean
4,4,0.863103449344635,0.136896550655365,clean
1,1,0.9722536206245422,0.027746379375457764,clean
3,7,0.2507981061935425,0.7492018938064575,clean
8,4,0.9825580716133118,0.017441928386688232,clean
1,1,0.9952113032341003,0.004788696765899658,clean
4,4,0.7482942938804626,0.25170570611953735,clean
7,7,0.9999996423721313,3.5762786865234375e-07,clean
9,9,0.9999924898147583,7.510185241699219e-06,clean
4,4,0.9646892547607422,0.03531074523925781,clean
2,2,0.9921145439147949,0.007885456085205078,clean
7,7,0.9579768776893616,0.04202312231063843,clean
0,2,0.3259432315826416,0.6740567684173584,clean
7,7,0.6904193162918091,0.3095806837081909,clean
0,8,0.7254625558853149,0.27453744411468506,clean
6,6,0.9754194021224976,0.02458059787750244,clean
6,6,0.9983545541763306,0.0016454458236694336,clean
9,9,0.9970723390579224,0.0029276609420776367,clean
0,0,0.9896341562271118,0.010365843772888184,clean
9,9,0.3788704574108124,0.6211295425891876,clean
2,5,0.980444073677063,0.01955592632293701,clean
8,8,0.9839797019958496,0.01602029800415039,clean
7,7,0.9996401071548462,0.0003598928451538086,clean
2,2,0.47973379492759705,0.520266205072403,clean
2,5,0.680041491985321,0.31995850801467896,clean
5,5,0.8953186869621277,0.10468131303787231,clean
1,1,0.9977207779884338,0.002279222011566162,clean
2,2,0.9922498464584351,0.007750153541564941,clean
6,6,0.9110159277915955,0.08898407220840454,clean
2,2,0.6329261064529419,0.3670738935470581,clean
9,9,0.7515705823898315,0.24842941761016846,clean
6,6,0.9990869760513306,0.0009130239486694336,clean
2,3,0.3814677596092224,0.6185322403907776,clean
3,3,0.4938408136367798,0.5061591863632202,clean
0,0,0.6207377314567566,0.3792622685432434,clean
3,3,0.7902426719665527,0.20975732803344727,clean
9,7,0.7127174139022827,0.2872825860977173,clean
8,1,0.5647242665290833,0.43527573347091675,clean
7,7,0.8559715151786804,0.14402848482131958,clean
8,8,0.9929592609405518,0.007040739059448242,clean
8,8,0.99952232837677,0.00047767162322998047,clean
4,4,0.7273256778717041,0.2726743221282959,clean
0,0,0.9997891783714294,0.00021082162857055664,clean
1,9,0.3607817590236664,0.6392182409763336,clean
8,8,0.9996181726455688,0.00038182735443115234,clean
2,3,0.35759684443473816,0.6424031555652618,clean
7,7,0.5118643641471863,0.4881356358528137,clean
9,8,0.6710255146026611,0.32897448539733887,clean
3,3,0.5978823304176331,0.40211766958236694,clean
6,6,0.998259961605072,0.0017400383949279785,clean
1,1,0.9814376831054688,0.01856231689453125,clean
9,9,0.999951958656311,4.8041343688964844e-05,clean
0,6,0.7998025417327881,0.20019745826721191,clean
7,7,0.936141848564148,0.06385815143585205,clean
3,5,0.316839337348938,0.683160662651062,clean
7,7,0.7735369801521301,0.22646301984786987,clean
4,4,0.9978356957435608,0.002164304256439209,clean
5,5,0.49264997243881226,0.5073500275611877,clean
0,8,0.9471521377563477,0.052847862243652344,clean
0,0,0.9790925979614258,0.02090740203857422,clean
2,2,0.8806465864181519,0.11935341358184814,clean
9,9,0.9999452829360962,5.4717063903808594e-05,clean
3,6,0.7362658977508545,0.2637341022491455,clean
4,2,0.32738107442855835,0.6726189255714417,clean
0,2,0.34053897857666016,0.6594610214233398,clean
6,6,0.9978113770484924,0.0021886229515075684,clean
2,4,0.9361749887466431,0.06382501125335693,clean
5,5,0.4130820035934448,0.5869179964065552,clean
3,3,0.7436407804489136,0.2563592195510864,clean
7,7,0.5080863237380981,0.49191367626190186,clean
3,7,0.8610702157020569,0.13892978429794312,clean
7,7,0.981777548789978,0.018222451210021973,clean
2,2,0.6537656188011169,0.34623438119888306,clean
5,5,0.793240487575531,0.206759512424469,clean
3,5,0.7207005620002747,0.27929943799972534,clean
1,9,0.49934354424476624,0.5006564557552338,clean
1,1,0.9960781931877136,0.003921806812286377,clean
4,4,0.8495632410049438,0.15043675899505615,clean
9,9,0.9996376037597656,0.000362396240234375,clean
9,9,0.919978141784668,0.08002185821533203,clean
5,5,0.9344700574874878,0.06552994251251221,clean
7,7,0.9147790670394897,0.08522093296051025,clean
5,5,0.9413663744926453,0.058633625507354736,clean
0,0,0.7432882785797119,0.2567117214202881,clean
2,2,0.8932976722717285,0.10670232772827148,clean
2,2,0.7610159516334534,0.23898404836654663,clean
2,2,0.6113808751106262,0.3886191248893738,clean
9,9,0.8831620812416077,0.11683791875839233,clean
7,7,0.7618961334228516,0.23810386657714844,clean
3,3,0.5018042325973511,0.4981957674026489,clean
9,9,0.9993801116943359,0.0006198883056640625,clean
4,4,0.9185186624526978,0.08148133754730225,clean
3,4,0.8182204365730286,0.18177956342697144,clean
5,5,0.9631611704826355,0.0368388295173645,clean
4,6,0.41269031167030334,0.5873096883296967,clean
6,2,0.5732935667037964,0.4267064332962036,clean
5,5,0.9873802661895752,0.012619733810424805,clean
6,6,0.9468092918395996,0.05319070816040039,clean
1,1,0.9812131524085999,0.018786847591400146,clean
4,5,0.6111775040626526,0.3888224959373474,clean
3,6,0.38302353024482727,0.6169764697551727,clean
4,4,0.9995156526565552,0.0004843473434448242,clean
4,4,0.9778964519500732,0.022103548049926758,clean
3,3,0.7972928881645203,0.20270711183547974,clean
7,7,0.9294916391372681,0.07050836086273193,clean
8,8,0.999970555305481,2.944469451904297e-05,clean
3,3,0.41865304112434387,0.5813469588756561,clean
7,7,0.8604291677474976,0.13957083225250244,clean
8,8,0.9999974966049194,2.5033950805664062e-06,clean
0,8,0.4115966856479645,0.5884033143520355,clean
5,5,0.7098725438117981,0.2901274561882019,clean
7,7,0.99152010679245,0.008479893207550049,clean
6,4,0.6401932239532471,0.35980677604675293,clean
0,9,0.6947796940803528,0.3052203059196472,clean
5,5,0.9960336089134216,0.003966391086578369,clean
4,4,0.9876096248626709,0.012390375137329102,clean
8,8,0.8405937552452087,0.15940624475479126,clean
6,6,0.9999978542327881,2.1457672119140625e-06,clean
8,8,0.9959349632263184,0.004065036773681641,clean
5,5,0.4451485872268677,0.5548514127731323,clean
5,5,0.9699386954307556,0.030061304569244385,clean
9,7,0.5167442560195923,0.4832557439804077,clean
9,9,0.9999963045120239,3.6954879760742188e-06,clean
9,9,0.9999988079071045,1.1920928955078125e-06,clean
5,4,0.5066152811050415,0.4933847188949585,clean
0,0,0.7808035016059875,0.21919649839401245,clean
1,1,0.999447762966156,0.0005522370338439941,clean
0,0,0.7501192688941956,0.24988073110580444,clean
8,8,0.858957827091217,0.14104217290878296,clean
1,1,0.9993842840194702,0.0006157159805297852,clean
1,1,0.9980599284172058,0.0019400715827941895,clean
8,8,0.9919112324714661,0.008088767528533936,clean
0,0,0.9947282671928406,0.005271732807159424,clean
2,5,0.6703434586524963,0.32965654134750366,clean
2,2,0.9893418550491333,0.0106581449508667,clean
0,0,0.919694721698761,0.08030527830123901,clean
4,4,0.9844886064529419,0.015511393547058105,clean
6,6,0.9988025426864624,0.0011974573135375977,clean
5,5,0.5609384775161743,0.4390615224838257,clean
4,4,0.989402174949646,0.010597825050354004,clean
9,9,0.9994599223136902,0.0005400776863098145,clean
4,4,0.999812662601471,0.00018733739852905273,clean
7,7,0.9654456973075867,0.03455430269241333,clean
9,9,0.9999493360519409,5.066394805908203e-05,clean
9,9,0.7132368087768555,0.28676319122314453,clean
4,4,0.9886705875396729,0.011329412460327148,clean
5,5,0.999553382396698,0.00044661760330200195,clean
6,6,0.9999977350234985,2.2649765014648438e-06,clean
6,6,0.9999897480010986,1.0251998901367188e-05,clean
1,1,0.9856290221214294,0.014370977878570557,clean
5,5,0.9926204681396484,0.0073795318603515625,clean
3,3,0.5119854807853699,0.4880145192146301,clean
8,8,0.999984860420227,1.5139579772949219e-05,clean
9,9,0.9977374076843262,0.002262592315673828,clean
5,7,0.7814423441886902,0.21855765581130981,clean
8,0,0.5076801776885986,0.49231982231140137,clean
5,5,0.917830765247345,0.08216923475265503,clean
7,7,0.9999150037765503,8.499622344970703e-05,clean
0,0,0.567390501499176,0.432609498500824,clean
7,7,0.9997507929801941,0.0002492070198059082,clean
0,0,0.9991135001182556,0.0008864998817443848,clean
5,5,0.6267720460891724,0.37322795391082764,clean
0,4,0.4412415325641632,0.5587584674358368,clean
0,0,0.9992934465408325,0.0007065534591674805,clean
4,4,0.7987751960754395,0.20122480392456055,clean
6,6,0.9995121955871582,0.0004878044128417969,clean
9,9,0.99327552318573,0.0067244768142700195,clean
0,0,0.4224171042442322,0.5775828957557678,clean
9,9,0.8420374989509583,0.15796250104904175,clean
5,5,0.937824010848999,0.06217598915100098,clean
6,6,0.9998922348022461,0.00010776519775390625,clean
6,6,0.9990563988685608,0.000943601131439209,clean
6,6,0.9998372793197632,0.0001627206802368164,clean
2,2,0.384438157081604,0.615561842918396,clean
9,9,0.6637349128723145,0.33626508712768555,clean
0,0,0.9134676456451416,0.0865323543548584,clean
1,1,0.9998942613601685,0.00010573863983154297,clean
7,7,0.9822055697441101,0.017794430255889893,clean
6,6,0.9479215145111084,0.0520784854888916,clean
7,7,0.9996212720870972,0.00037872791290283203,clean
5,5,0.9999909400939941,9.059906005859375e-06,clean
9,9,0.9998844861984253,0.00011551380157470703,clean
1,1,0.9775540232658386,0.022445976734161377,clean
6,6,0.9527255892753601,0.04727441072463989,clean
2,2,0.9828566908836365,0.017143309116363525,clean
5,5,0.9003838300704956,0.0996161699295044,clean
5,5,0.618877649307251,0.381122350692749,clean
5,3,0.5422143936157227,0.45778560638427734,clean
8,8,0.9999886751174927,1.1324882507324219e-05,clean
5,5,0.7813814282417297,0.21861857175827026,clean
